"ResponseId","UserLanguage","Cry_last","qual_Q","Trigger_cause","Trigger_cause_3_TEXT","Trigger_type","Trigger_type_4_TEXT","Context","context2","context3","intense_tear","intense_time","Zintense_tear","Zintense_time","mood_1","Freq","BACS_1","BACS_2","BACS_3","BACS_4","BACS_5","BACS_6","BACS_7","BACS_8","BACS_9","BACS_10","BACS_11","BACS_12","BACS_13","BACS_14","GES_1","GES_2","GES_3","GES_4","GES_5","TMF_1","TMF_2","TMF_3","TMF_4","TMF_5","TMF_6","ZGES_1","ZGES_2","ZGES_3","ZGES_4","ZGES_5","ZTMF_1","ZTMF_2","ZTMF_3","ZTMF_4","ZTMF_5","ZTMF_6","age","gender","gender_4_TEXT","live","live_6_TEXT","live_time","birth_other","BACS_Help","BACS_social","BACS_Ind","GRE","Cry_intensity","GRE2","TMF","GES"
"R_1eQaWmEfkEIcXVS","EN-GB",2,"I heard news about my masters application from another university. Although my application scored highly, and I was shortlisted, I had failed to submit a required a required document. I was extremely frustrated as my application was obviously strong if it was good enough to be shortlisted WITHOUT the document in the first place. I was at a friends place when I received the phone call, however, I was in another room. I was angry with the other university as I failed to submit the document due to an error in their system. I was upset and hurt by the lady I spoke to on the phone as she had originally been extremely rude and callous towards me. I felt a bit better afterwards, but I also felt I wasn't able to have a proper good cry, because I was not at home alone. My friends did offer me some support afterwards and tried to convince me that it was the other university's loss.",1,,2,,3,1,4,2,1,-0.543475436,-0.73869892,3,5.0,4,2,2,1,1,2,2,1,3,2,2,1,1,2,4,4,4,4,3,5,4,4,4,5,7,1.14149975,0.980019119,0.55861097,0.932408372,0.3870703,0.4957901,-0.065020417,-0.005727582,-0.069243416,0.616119595,1.31446663,22,2,,1,,1,,2.428571429,1.25,1.333333333,0.571453947,-0.641087178,0.5898923121,0.3810641516666667,0.9031345527500001
"R_3kdqKdI1dvvzEqz","EN-GB",2,"The last time i cried was because of stress from univerisity work, i was at home and had to two assignments to submit, it was very overwhelming. My mind was not in one place. However I convinced myself that I did the best I could",2,,2,,1,1,2,3,3,0.332559879,0.69690094,3,,4,4,2,2,3,3,4,4,2,2,3,5,2,2,2,3,3,2,3,6,6,6,6,6,7,-1.643634886,-0.347461324,-1.311794299,-1.722282979,0.3870703,1.113438722,1.087141367,1.261499957,1.262939687,1.285847635,1.31446663,22,2,,1,,6,"Sri lanka",3.0,3.75,2.0,0.24429371,0.514730409,0.230016051,1.2208889996666665,-1.256293372
"R_ALI3Z4Ytbf3K4Kd","EN-GB",1,"I was feeling sad for a family member who is struggling to study and find work. I had been talking to my mum on the phone about it and cried after the phone call. I had also been listening to sad sounding piano music prior to the phone call, which I think also triggered it (as usually this sort of discussion would not cause me to cry). I was also already feeling a bit emotional due to stress of an upcoming exam. I was at home alone at the time. I felt better after as I often don't get upset about my family member, but allowed myself to feel sad about it this time. It felt good to allow myself to be upset about it.",2,,1,,1,,,3,2,0.332559879,-0.02089899,3,1.0,5,5,2,2,2,3,4,2,4,3,4,2,1,4,3,3,3,2,1,6,6,6,7,6,6,-0.251067568,-0.347461324,-1.311794299,-1.722282979,-1.62254469,1.113438722,1.087141367,1.261499957,1.929031239,1.285847635,0.823754551,22,2,,1,,1,,4.142857143,2.25,1.666666667,0.204142055,0.155830444,0.3868107301,1.2501189118333331,-0.9081515425
"R_3fl852aK2E9KkJY","EN-GB",2,,1,,1,,1,,,1,1,-1.41951075,-0.73869892,5,10.0,3,3,2,3,4,4,4,2,3,3,3,4,1,3,2,3,3,3,2,4,6,3,4,3,5,-1.643634886,-0.347461324,-1.311794299,-0.394937304,-0.617737195,-0.121858522,1.087141367,-0.639341352,-0.069243416,-0.723336485,0.333042471,22,2,,1,,4,"Hong Kong",3.142857143,3.5,2.0,-0.404469177,-1.079104835,-0.3831423749999999,-0.02226598949999999,-0.92445695325
"R_vDDlP1BQOTwYQs9","TH",2,"à¸—à¸°à¹€à¸¥à¸²à¸°à¸�à¸±à¸šà¹�à¸Ÿà¸™ 
à¹�à¸¢à¸�à¸�à¸±à¸šà¹�à¸Ÿà¸™ à¹€à¸”à¸´à¸™à¸­à¸¢à¸¹à¹ˆà¸„à¸™à¹€à¸”à¸µà¸¢à¸§à¸�à¸³à¸¥à¸±à¸‡à¹€à¸”à¸´à¸™à¸�à¸¥à¸±à¸šà¸šà¹‰à¸²à¸™ 
à¸�à¹ˆà¸­à¸™à¸£à¹‰à¸­à¸‡: à¹‚à¸�à¸£à¸˜, à¸£à¸³à¸„à¸²à¸� à¹€à¸žà¸£à¸²à¸°à¸—à¸°à¹€à¸¥à¸²à¸°",1,,4,"à¹‚à¸�à¸£à¸˜à¹�à¸¥à¸°à¸Šà¹‡à¸­à¸„à¸�à¹ˆà¸­à¸™ à¹�à¸¥à¹‰à¸§à¸¡à¸±à¸™à¸�à¹‡à¹€à¸¨à¸£à¹‰à¸²à¸•à¸²à¸¡",1,,1,3,2,0.332559879,-0.02089899,3,4.0,4,3,1,2,1,1,5,3,2,3,4,1,4,4,3,2,4,3,3,5,4,6,4,4,3,-0.251067568,-1.674941768,0.55861097,-0.394937304,0.3870703,0.4957901,-0.065020417,1.261499957,-0.069243416,-0.053608445,-0.648381688,22,2,,1,,8,"à¹„à¸—à¸¢",3.571428571,1.5,2.333333333,-0.041293571,0.155830444,-0.0841299579,0.1535060151666667,-0.44058391750000003
"R_2QLFDCyZxpVqEUD","EN-GB",2,"at home in my room, stressed before and after, frustrated caused me crying, only cry when no one in my surrounding",1,,2,,1,1,4,3,2,0.332559879,-0.02089899,2,2.0,4,2,1,2,5,2,5,1,1,2,3,2,1,2,4,4,4,3,4,4,5,5,3,3,6,1.14149975,0.980019119,0.55861097,-0.394937304,1.391877796,-0.121858522,0.511060475,0.627886187,-0.735334967,-0.723336485,0.823754551,23,2,,1,,6,"Malaysia",2.714285714,2.5,1.333333333,0.369021961,0.155830444,0.2667363774,0.06369520649999995,0.57129813375
"R_1kNeB8QPfTAijPG","EN-GB",2,"I lost about 2 hours at  of work on an assignment that was due at 11pm 3 hours before it was due. It was mainly just grammatical and final edits but it really frustrated me. It was also done because I backed up over the wrong file and overwrote my own work. Which made me feel even worse. I got a bit frustrated and annoyed and started crying because I was so stressed. But my boyfriend was there and he helped calm me down. He gave me cuddles and said it would be ok and made me a cup of tea. After about 30mins I had calmed down and felt better. I ended up finishing my assignment before the due time and was happy with it.",1,,2,,2,1,4,3,3,0.332559879,0.69690094,2,3.0,4,4,2,2,3,2,4,2,4,4,4,1,1,4,4,4,4,4,2,5,5,5,5,5,6,1.14149975,0.980019119,0.55861097,0.932408372,-0.617737195,0.4957901,0.511060475,0.627886187,0.596848136,0.616119595,0.823754551,23,2,,1,,1,"n/a",4.0,2.0,1.666666667,0.606023642,0.514730409,0.7283997254999999,0.6119098406666666,0.9031345527500001
"R_1nQ21xtm6JwJCSf","EN-GB",1,"PMS, dog pooped on rug",1,,2,,2,1,4,4,1,1.208595193,-0.73869892,2,5.0,5,4,1,1,1,3,5,5,5,5,5,1,1,5,4,3,4,4,4,3,2,3,3,4,7,1.14149975,-0.347461324,0.55861097,0.932408372,1.391877796,-0.739507144,-1.217182201,-0.639341352,-0.735334967,-0.053608445,1.31446663,23,2,,1,,4,"Romania",4.857142857,2.5,1.0,0.146038917,0.234948136,0.02145502889999997,-0.3450845798333333,0.5712644419999999
"R_1r08loeJfyP9zxr","EN-GB",1,,1,,2,,1,,,3,2,0.332559879,-0.02089899,4,25.0,2,2,1,1,5,5,1,2,2,2,4,5,1,3,3,3,4,3,4,4,4,7,6,7,7,-0.251067568,-0.347461324,0.55861097,-0.394937304,1.391877796,-0.121858522,-0.065020417,1.895113727,1.262939687,1.955575676,1.31446663,23,2,,1,,7,"Indonesia",2.285714286,4.25,1.0,0.654385395,0.155830444,0.5806361555,1.0402027968333334,-0.1087138065
"R_1r6NWuBHCLEEY7N","EN-GB",2,"Someone very close to me is in critical condition in the ICU. I cried because I am scared for their life, can't fathom losing this person, feel helpless to change the situation and know how much this situation is also negatively impacting the lives of my suppose system around me. 
I was alone - I don't want those around me to have to worry about me because they are going through the same thing and (like me) they can't help themselves right now let alone help me. 
Crying didn't change the way I felt (I felt the same before and after), but it was a way to release some of my pent up emotions.",2,,1,,1,,,3,1,0.332559879,-0.73869892,3,3.0,3,2,1,1,4,5,2,5,2,2,2,4,1,2,4,4,4,4,3,6,6,5,5,6,6,1.14149975,0.980019119,0.55861097,0.932408372,0.3870703,1.113438722,1.087141367,0.627886187,0.596848136,1.285847635,0.823754551,23,2,,1,,1,,2.142857143,4.5,1.0,0.86677501,-0.203069521,0.9147454809000001,0.9224860996666667,0.9031345527500001
"R_3JydKjz1m9sctMg","EN-GB",2,"I was feeling that I have been a burden to someone else. I was at home. Before crying I already felt sad, after crying I felt a bit better. I was talking to my family on the phone at that time.",1,,4,"All of them",2,1,4,3,2,0.332559879,-0.02089899,2,3.5,4,4,2,1,4,4,4,5,2,3,4,2,2,4,4,4,4,4,2,6,6,4,4,7,7,1.14149975,0.980019119,0.55861097,0.932408372,-0.617737195,1.113438722,1.087141367,-0.005727582,-0.069243416,1.955575676,1.31446663,23,2,,1,,6,"Indonesia",3.571428571,3.75,1.666666667,0.762768401,0.155830444,0.9008189608,0.8992752328333333,0.9031345527500001
"R_3khn3RKt0Sqst5h","EN-GB",2,"I had a particularly tough day at work and came home to my boyfriend sitting on the couch playing games. He hadn't done anything to help with the housework, but this was ok as I was just happy to be home. After a little while had passed, we got into a small fight and he said something like, ""I don't want to interact with you. I just want to enjoy my day and not have you ruin it"". I tried to hold my emotions back but started tearing up a little. I finally gave him and sobbed to him about some incident about my manager patronising me. It felt good to have a cry and he seemed to forget all about not wanting to interact with me, and instead wanted to cheer me up.",1,,1,,2,1,4,5,2,2.084630508,-0.02089899,1,5.0,5,5,2,2,5,4,2,2,2,4,2,2,1,4,3,2,4,4,3,6,6,4,5,3,6,-0.251067568,-1.674941768,0.55861097,0.932408372,0.3870703,1.113438722,1.087141367,-0.005727582,0.596848136,-0.723336485,0.823754551,23,2,,1,,2,"China",3.428571429,3.25,1.666666667,0.258563547,1.031865759,0.2457128715,0.48201978483333324,-0.10874749850000004
"R_ROg0291NSkxtsyd","EN-GB",1,"I had an argument with my boyfriend (at his place) so I cried out of anger. Before it happened I was feeling fine and relaxed (we were watching a TV show). After, I was still a bit distressed, but a bit calmer. My boyfriend comforted me.",1,,3,,2,1,4,2,2,-0.543475436,-0.02089899,5,5.0,3,2,3,1,2,2,4,2,4,4,4,2,2,2,4,4,4,4,3,7,7,7,7,7,7,1.14149975,0.980019119,0.55861097,0.932408372,0.3870703,1.731087344,1.663222259,1.895113727,1.929031239,1.955575676,1.31446663,23,2,,1,,5,"Brazil",3.285714286,2.0,2.0,1.31710049,-0.282187213,1.4101035086000002,1.7480828125,0.9031345527500001
"R_1Q64m9KdT4hJMLZ","EN-GB",2,"The crying was caused by a fight with my boyfriend regarding money. We were in the car driving oops. Before I felt frustrated and after I felt stressed. The end support was my boyfriend as we settled the conversation",3,"Fight with partner",2,,2,1,4,1,2,-1.41951075,-0.02089899,6,2.0,2,2,3,2,4,2,3,2,2,3,2,3,3,2,2,3,4,2,3,5,5,5,4,4,5,-1.643634886,-0.347461324,0.55861097,-1.722282979,0.3870703,0.4957901,0.511060475,0.627886187,-0.069243416,-0.053608445,0.333042471,23,2,,1,,1,,2.285714286,2.75,2.666666667,-0.083888232,-0.72020487,-0.13098408470000006,0.30748789533333337,-0.78869205475
"R_2ZUKw8hCw8sQdgE","EN-GB",3,"WHERE I WAS: I was in the living room of my house. CAUSES: I was thinking about my ex who I've been maintaining friendships with and my conflicting feelings towards him, and the challenges of maintaining a friendship. I was thinking about my conflicting feelings and feelings of loneliness, and then wondering if I really have friends, and fearing that I'll be alone. HOW I FELT BEFORE: Content. Reflective. A little lonely. HOW I FELT AFTER: A little better (satisfied?) after crying. A little lonely. Reflective. I felt like I had processed it better and was able to rationalise my thoughts and emotions, so in a way satisfied. SUPPORT? No. I was able to work through the emotions at the time without support. I did however make an appointment with my counsellor to discuss further what may be underlying all of this.",3,"I was thinking about negative stuff.",4,"Loneliness",1,,,1,1,-1.41951075,-0.73869892,3,2.0,4,4,2,2,2,3,4,1,3,2,2,2,2,3,4,3,4,4,2,6,6,7,6,6,7,1.14149975,-0.347461324,0.55861097,0.932408372,-0.617737195,1.113438722,1.087141367,1.895113727,1.262939687,1.285847635,1.31446663,23,2,,1,,1,,3.142857143,2.0,2.0,0.875115304,-1.079104835,1.0244005536,1.3264912946666667,0.5712644419999999
"R_2RV6Ut56PUpReHu","EN-GB",6,"I had a serious argument with my sister over the phone in a shopping centre. We were fighting over small things. She didnâ€™t do what she promised me and everyone said Iâ€™m the one who was wrong.

I felt emotionally isolated and everyone donâ€™t understand me while Iâ€™m crying. After I stopped crying, I felt embarrassed because the place where I was standing at is right beside of the railway station entrance and itâ€™s on Valentines Day. So it was crowded that day. I bet everyone thought I got dumped.",1,,2,,5,2,1,2,2,-0.543475436,-0.02089899,3,,3,1,1,2,5,1,2,4,3,4,3,3,1,3,3,3,4,3,2,4,3,4,4,4,5,-0.251067568,-0.347461324,0.55861097,-0.394937304,-0.617737195,-0.121858522,-0.641101309,-0.005727582,-0.069243416,-0.053608445,0.333042471,23,2,,1,,6,"Malaysia",2.714285714,3.25,1.333333333,-0.146462657,-0.282187213,-0.0993352029,-0.09308280049999999,-0.1087138065
"R_247Ap6S2OzrlXRf","EN-GB",2,"I cried because I was reflecting on my parents relationship, my father is emotionally abusive to my mum, and I just wish things were different and better for her. I was at home, I felt fine before and after although I was probably more subdued afterwards. I wasn't supported by anyone, I definitely have supportive people available but it just wasn't something I was seeking that time",2,,1,,1,,,2,1,-0.543475436,-0.73869892,5,10.0,2,2,4,4,4,4,1,1,2,2,1,2,4,2,4,4,4,4,2,4,4,5,4,4,6,1.14149975,0.980019119,0.55861097,0.932408372,-0.617737195,-0.121858522,-0.065020417,0.627886187,-0.069243416,-0.053608445,0.823754551,24,2,,1,,1,,1.714285714,2.75,4.0,0.376064632,-0.641087178,0.4754448149,0.19031832299999998,0.9031345527500001
"R_4Irh7vegiutXkOZ","EN-GB",2,"my partners family
I was at my house
I felt frustrated and highly emotional before
And slightly relieved although tired afterwards
I was not helped by anyone",1,,4,"frustration but not powerlessness",2,3,4,2,2,-0.543475436,-0.02089899,3,8.0,4,3,2,4,1,2,4,2,5,4,4,1,1,4,3,4,4,4,3,4,4,6,3,4,6,-0.251067568,0.980019119,0.55861097,0.932408372,0.3870703,-0.121858522,-0.065020417,1.261499957,-0.735334967,-0.053608445,0.823754551,25,2,,1,,1,"N/A",4.0,1.5,2.333333333,0.337861214,-0.282187213,0.33294030500000005,0.18490535949999998,0.55499272325
"R_3lSp6jkssora08R","EN-GB",2,"Frustrated with my partner's behaviour. I left the room and made a decision to continue with my plans regardless of his behaviour. The decision helped me see past the situation.",1,,2,,2,3,4,2,1,-0.543475436,-0.73869892,4,10.0,3,3,2,4,4,4,2,5,3,3,2,4,3,2,4,4,4,4,3,3,5,3,3,3,5,1.14149975,0.980019119,0.55861097,0.932408372,0.3870703,-0.739507144,0.511060475,-0.639341352,-0.735334967,-0.723336485,0.333042471,25,2,,1,,1,,2.571428571,4.25,3.0,0.182381046,-0.641087178,0.16191212090000004,-0.33223616699999997,0.9031345527500001
"R_1ouu0yoYiY5zVKb","EN-GB",2,"I have always been told that I am a relatively good listener. However, these days I needed to repeat myself so many times on so many contexts that I feel like I was not listened to. It was just bottled up and then snowballed before I finally cried. 
I did talk to my bestfriend about it, however, i deleted all the messages before she could read them because I felt she does not need the unnecessary rant. 
She did get back to me after and comforted me because this was not the first time this had happened.",1,,2,,1,,,2,2,-0.543475436,-0.02089899,3,3.0,2,2,2,2,4,5,1,5,2,2,2,5,2,2,3,4,4,4,3,3,2,4,4,3,5,-0.251067568,0.980019119,0.55861097,0.932408372,0.3870703,-0.739507144,-1.217182201,-0.005727582,-0.069243416,-0.723336485,0.333042471,25,2,,1,,5,"Singapore",1.857142857,4.75,2.0,0.016826076,-0.282187213,-0.020198346399999994,-0.4036590595,0.55499272325
"R_1o6cSXHkc0BxCE2","EN-GB",1,"At home crying over a breakup. My friends supported me via phone.",1,,1,,1,,,3,6,0.332559879,2.850300731,2,7.5,2,4,2,2,2,3,4,2,4,4,4,2,2,4,4,4,4,4,2,6,6,6,5,5,6,1.14149975,0.980019119,0.55861097,0.932408372,-0.617737195,1.113438722,1.087141367,1.261499957,0.596848136,0.616119595,0.823754551,26,2,,1,,2,"South Africa",3.714285714,2.25,2.0,0.772145759,1.591430305,0.9111340539,0.9164670546666667,0.9031345527500001
"R_Q4TmDKmxgEbJly9","EN-GB",2,"Family conflict, at home, felt hopeless, comforted by partner",1,,2,,1,,4,1,1,-1.41951075,-0.73869892,4,3.0,4,5,2,4,4,4,4,5,4,4,4,2,2,4,4,3,4,4,2,5,4,5,5,4,6,1.14149975,-0.347461324,0.55861097,0.932408372,-0.617737195,0.4957901,-0.065020417,0.627886187,0.596848136,-0.053608445,0.823754551,27,2,,1,,1,,4.142857143,3.75,2.666666667,0.372088244,-1.079104835,0.4710707879999999,0.4042750186666666,0.5712644419999999
"R_25tkPfc8m64Dzm2","TH",3,"à¹€à¸£à¸·à¹ˆà¸­à¸‡à¹€à¸£à¸µà¸¢à¸™",1,,2,,2,1,2,5,3,2.084630508,0.69690094,,3.0,3,2,3,4,2,4,3,3,3,4,3,3,4,4,2,2,4,3,3,3,1,3,5,2,2,-1.643634886,-1.674941768,0.55861097,-0.394937304,0.3870703,-0.739507144,-1.793263093,-0.639341352,0.596848136,-1.393064526,-1.139093767,27,2,,1,,5,,3.142857143,3.0,3.666666667,-0.715932221,1.390765724,-0.8262324734,-0.8512369576666666,-0.788725747
"R_2Qhfdr1unVa1th1","TH",3,"à¸—à¸°à¹€à¸¥à¸²à¸°à¸�à¸±à¸šà¸„à¸™à¹ƒà¸™à¸„à¸£à¸­à¸šà¸„à¸£à¸±à¸§
à¸šà¹‰à¸²à¸™
à¸�à¹ˆà¸­à¸™-à¹‚à¸¡à¹‚à¸«
à¸«à¸¥à¸±à¸‡-à¸œà¸´à¸”à¸«à¸§à¸±à¸‡
à¹„à¸¡à¹ˆà¹„à¸”à¹‰à¸£à¸±à¸šà¸�à¸²à¸£à¸Šà¹ˆà¸§à¸¢à¹€à¸«à¸¥à¸·à¸­",1,,2,,1,,,3,2,0.332559879,-0.02089899,3,3.0,4,4,2,4,5,4,2,5,2,2,1,3,2,4,4,4,4,4,4,5,3,3,5,5,4,1.14149975,0.980019119,0.55861097,0.932408372,1.391877796,0.4957901,-0.641101309,-0.639341352,0.596848136,0.616119595,-0.157669608,27,2,,1,,7,"à¹„à¸—à¸¢",2.714285714,4.25,2.666666667,0.479551052,0.155830444,0.3883183773000001,0.04510759366666669,0.9031345527500001
"R_2e9VMa9YZCLwC5m","EN-GB",3,"In bed with my boyfriend, he disclosed he'd been depressed for a while and hadn't told me.",2,,4,"empathy",2,,4,2,2,-0.543475436,-0.02089899,6,3.0,3,2,3,1,4,5,4,5,2,2,2,4,2,2,4,4,4,4,3,4,4,3,3,4,5,1.14149975,0.980019119,0.55861097,0.932408372,0.3870703,-0.121858522,-0.065020417,-0.639341352,-0.735334967,-0.053608445,0.333042471,28,2,,1,,1,,2.428571429,4.5,2.0,0.247044298,-0.282187213,0.2330416979,-0.213686872,0.9031345527500001
